Index,Tag,Atag,Btag,pIC50_MMP12,Smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No
816,A17B16,A17,B16,4.1,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,29,>98,
817,A17B17,A17,B17,6.2,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,14,98,
818,A17B18,A17,B18,6.9,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,3,>98,
819,A17B19,A17,B19,7.3,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,4,>98,
820,A17B20,A17,B20,6.1,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,22,6,96,
821,A17B21,A17,B21,4.7,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,22,34,95,
822,A17B22,A17,B22,5,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,42,97,
823,A17B23,A17,B23,6.1,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,22,15,>98,
824,A17B24,A17,B24,5,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,38,>98,
825,A17B25,A17,B25,7.3,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,22,2,>98,
826,A17B26,A17,B26,Not Made,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,22,50,,
827,A17B27,A17,B27,6.5,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,8,>98,
828,A17B28,A17,B28,Inactive,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,22,45,97,
829,A17B29,A17,B29,4.9,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,35,93,
830,A17B30,A17,B30,Not Made,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,22,10,84,
831,A17B31,A17,B31,4.8,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,21,96,
832,A17B32,A17,B32,4.7,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,22,48,93,
833,A17B33,A17,B33,Not Made,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,13,67,
834,A17B34,A17,B34,4.9,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O)C(C)C,22,40,>98,
835,A17B35,A17,B35,5.2,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,22,27,>98,
836,A17B36,A17,B36,4.4,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,47,>98,
837,A17B37,A17,B37,4.7,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,41,91,
838,A17B38,A17,B38,5.2,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,22,24,95,
839,A17B39,A17,B39,4.5,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,43,94,
840,A17B40,A17,B40,Not Made,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,25,35,
841,A17B41,A17,B41,6.2,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,11,>98,
842,A17B42,A17,B42,4.9,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,22,36,96,
843,A17B43,A17,B43,6.2,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,22,19,91,
844,A17B44,A17,B44,4.7,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,28,>98,
845,A17B45,A17,B45,Not Made,OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,22,30,[not sure],
846,A17B46,A17,B46,4.9,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,39,>98,
847,A17B47,A17,B47,4.7,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,31,>98,
848,A17B48,A17,B48,6.8,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,7,93,
849,A17B49,A17,B49,4.5,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,46,>98,
850,A17B50,A17,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,22,49,,
851,A18B01,A18,B01,5.7,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,16,12,>98,
852,A18B02,A18,B02,6.9,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,16,5,>98,Gen-2
853,A18B03,A18,B03,5,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,16,16,>98,
854,A18B04,A18,B04,6.5,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,9,>98,Gen-5
855,A18B05,A18,B05,4.4,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,16,32,>98,
856,A18B06,A18,B06,5.3,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,16,37,94,
857,A18B07,A18,B07,7,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,1,>98,
858,A18B08,A18,B08,4.5,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,16,33,>98,
859,A18B09,A18,B09,4,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,16,23,95,
860,A18B10,A18,B10,5.1,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,22,>98,Gen-7
861,A18B11,A18,B11,5.8,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,17,>98,
862,A18B12,A18,B12,5.7,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,16,18,>98,
863,A18B13,A18,B13,4.2,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,44,92,
864,A18B14,A18,B14,4.7,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,16,26,98,
865,A18B15,A18,B15,5.3,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,16,20,>98,
866,A18B16,A18,B16,4.2,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,29,98,
867,A18B17,A18,B17,6.1,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,16,14,>98,
868,A18B18,A18,B18,7.4,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,3,>98,Gen-5
869,A18B19,A18,B19,7,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,4,>98,
870,A18B20,A18,B20,6.5,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,16,6,>98,Gen-5
871,A18B21,A18,B21,Inactive,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,16,34,>98,
872,A18B22,A18,B22,3.9,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,42,>98,
873,A18B23,A18,B23,6,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,16,15,>98,Gen-7
874,A18B24,A18,B24,4.4,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,38,95,
875,A18B25,A18,B25,6.8,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,16,2,>98,Gen-4
876,A18B26,A18,B26,Inactive,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,16,50,>98,
877,A18B27,A18,B27,6.1,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,8,>98,Gen-1
878,A18B28,A18,B28,4.2,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,16,45,91,
879,A18B29,A18,B29,4.3,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,16,35,>98,
880,A18B30,A18,B30,4.2,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,16,10,64,
881,A18B31,A18,B31,5.3,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,21,96,
882,A18B32,A18,B32,4.6,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,16,48,95,
883,A18B33,A18,B33,6.5,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,16,13,>98,
884,A18B34,A18,B34,4.8,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O)C(C)C,16,40,>98,
885,A18B35,A18,B35,4.7,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,16,27,98,
886,A18B36,A18,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,47,92,
887,A18B37,A18,B37,3.9,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,41,>98,
888,A18B38,A18,B38,4.9,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,16,24,95,
889,A18B39,A18,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,43,96,Gen-6
890,A18B40,A18,B40,4.7,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,16,25,93,
891,A18B41,A18,B41,6.3,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,11,>98,
892,A18B42,A18,B42,4.6,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,16,36,>98,
893,A18B43,A18,B43,5.2,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,16,19,>98,
894,A18B44,A18,B44,4.5,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,28,>98,
895,A18B45,A18,B45,Not Made,CC(C)(C)OC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,16,30,,
896,A18B46,A18,B46,4,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,39,>98,
897,A18B47,A18,B47,4.2,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,31,96,
898,A18B48,A18,B48,6.6,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,7,>98,
899,A18B49,A18,B49,3.9,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,46,98,
900,A18B50,A18,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)OC(C)(C)C)C(=O)O,16,49,0,
901,A19B01,A19,B01,6.9,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,5,12,98,
902,A19B02,A19,B02,7.4,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,5,5,97,
903,A19B03,A19,B03,5.7,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,5,16,98,
904,A19B04,A19,B04,7.3,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,9,>98,
905,A19B05,A19,B05,5.3,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,5,32,>98,
906,A19B06,A19,B06,5.4,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,5,37,95,
907,A19B07,A19,B07,7.3,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,1,>98,
908,A19B08,A19,B08,5.4,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,5,33,98,
909,A19B09,A19,B09,Not Made,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,5,23,40,
910,A19B10,A19,B10,6,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,22,>98,
911,A19B11,A19,B11,6.8,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,17,>98,
912,A19B12,A19,B12,6.9,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,5,18,91,
913,A19B13,A19,B13,4.7,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,44,98,
914,A19B14,A19,B14,5.4,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,5,26,94,
915,A19B15,A19,B15,6.6,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,5,20,91,
916,A19B16,A19,B16,4.5,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,29,96,
917,A19B17,A19,B17,7.1,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,5,14,>98,
918,A19B18,A19,B18,7.5,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,3,>98,
919,A19B19,A19,B19,7.5,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,4,>98,
920,A19B20,A19,B20,7,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,5,6,>98,
921,A19B21,A19,B21,4.8,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,5,34,>98,
922,A19B22,A19,B22,4.1,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,42,>98,
923,A19B23,A19,B23,7.1,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,5,15,98,
924,A19B24,A19,B24,5.5,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,38,95,
925,A19B25,A19,B25,7.8,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,5,2,95,
926,A19B26,A19,B26,Not Made,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,5,50,85,
927,A19B27,A19,B27,7.3,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,8,95,
928,A19B28,A19,B28,5.2,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,5,45,>98,
929,A19B29,A19,B29,5.5,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,5,35,>98,
930,A19B30,A19,B30,Not Made,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,5,10,0,
931,A19B31,A19,B31,5.9,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,21,94,
932,A19B32,A19,B32,4.4,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,5,48,92,
933,A19B33,A19,B33,7.2,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,5,13,95,
934,A19B34,A19,B34,4.5,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O)C(C)C,5,40,>98,
935,A19B35,A19,B35,Not Made,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,5,27,61,
936,A19B36,A19,B36,4.3,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,47,92,
937,A19B37,A19,B37,4.2,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,41,93,
938,A19B38,A19,B38,5.7,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,5,24,92,
939,A19B39,A19,B39,4.2,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,43,97,
940,A19B40,A19,B40,6,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,5,25,95,Gen-6
941,A19B41,A19,B41,7.1,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,11,97,
942,A19B42,A19,B42,5.7,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,5,36,97,
943,A19B43,A19,B43,6,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,5,19,96,
944,A19B44,A19,B44,5.6,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,28,95,
945,A19B45,A19,B45,Not Made,CC(C)(C)OC(=O)CC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,5,30,,
946,A19B46,A19,B46,5,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,39,96,
947,A19B47,A19,B47,5.4,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,31,>98,
948,A19B48,A19,B48,7.3,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,7,>98,
949,A19B49,A19,B49,4.6,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,46,93,
950,A19B50,A19,B50,4.5,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O,5,49,97,
951,A20B01,A20,B01,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,39,12,,
952,A20B02,A20,B02,7,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,39,5,96,
953,A20B03,A20,B03,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,39,16,,
954,A20B04,A20,B04,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,39,9,,
955,A20B05,A20,B05,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,39,32,,
956,A20B06,A20,B06,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,39,37,,
957,A20B07,A20,B07,Not Made,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,1,,
958,A20B08,A20,B08,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,39,33,,
959,A20B09,A20,B09,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,39,23,,
960,A20B10,A20,B10,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,39,22,,
961,A20B11,A20,B11,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,39,17,,
962,A20B12,A20,B12,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,39,18,,
963,A20B13,A20,B13,Not Made,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,44,,
964,A20B14,A20,B14,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,39,26,,
965,A20B15,A20,B15,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,39,20,,Gen-7
966,A20B16,A20,B16,Not Made,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,29,,
967,A20B17,A20,B17,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,39,14,,
968,A20B18,A20,B18,Not Made,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,3,,
969,A20B19,A20,B19,Not Made,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,4,,
970,A20B20,A20,B20,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,39,6,,
971,A20B21,A20,B21,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,39,34,,
972,A20B22,A20,B22,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,39,42,,
973,A20B23,A20,B23,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,39,15,,
974,A20B24,A20,B24,Not Made,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@H](CSCNC(=O)C)C(=O)O,39,38,,
975,A20B25,A20,B25,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,39,2,,
976,A20B26,A20,B26,Not Made,CC(=O)NCSC[C@@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,39,50,,
